,Unnamed: 0,Time Serie,AUS/US,EU/US,NZD/US,UK/US,BRZ/US,CND/US,CHN/US,HNGK/US,INDIA/US,KOR/US,MEX/US,AFR/US,SNG/US,DNM/US,JPN/US,MLY/US,NOR/US,SWD/US,SRLNK/US,SWTZ/US,TIWN/US,THAI/US,AUS_pct,SWTZ_pct,AUS_CDF,SWTZ_CDF
718,718,2002-10-03,1.8298,1.0131,2.0934,0.6368,3.665,1.5903,8.2774,7.7999,48.38,1230.4,10.131,10.395,1.7848,7.524,123.04,3.8,7.401,9.198,96.4,1.4794,34.99,43.57,-0.4244666956900178,-0.28309517390131544,20.508910350167817,-5.048510698864387
719,719,2002-10-04,1.8312,1.0182,2.0903,0.6373,3.635,1.5943,8.2774,7.7998,48.38,1232.4,10.186,10.433,1.7827,7.564,123.02,3.8,7.428,9.258,96.45,1.4893,34.99,43.53,0.07651109410864443,0.6691902122482052,20.585421444276463,-4.379320486616182
720,720,2002-10-07,1.8192,1.0187,2.0644,0.6393,3.679,1.5922,8.2774,7.7998,48.35,1240.7,10.216,10.524,1.7922,7.566,124.44,3.8,7.4235,9.275,96.4,1.49,35.06,43.87,-0.6553079947575369,0.04700194722351281,19.930113449518927,-4.332318539392669
721,721,2002-10-08,1.8282,1.0208,2.0747,0.6423,3.726,1.5935,8.2774,7.8,48.39,1254.0,10.163,10.53,1.7885,7.582,124.26,3.8,7.418,9.353,96.4,1.4959,35.12,43.76,0.49472295514512155,0.39597315436241676,20.42483640466405,-3.9363453850302523
722,722,2002-10-09,1.8232,1.0134,2.0794,0.6412,3.8495,1.5933,8.2772,7.7998,48.34,1246.5,10.2,10.48,1.786,7.5225,123.55,3.8,7.406,9.29,96.4,1.4837,35.11,43.68,-0.27349305327645235,-0.8155625376027764,20.151343351387595,-4.751907922633029
723,723,2002-10-10,1.8272,1.0141,2.0855,0.64,3.945,1.5916,8.2771,7.7998,48.38,1257.8,10.222,10.43,1.794,7.5375,123.64,3.8,7.3895,9.2775,96.4,1.4841,35.11,43.82,0.21939447125931544,0.026959627957134913,20.37073782264691,-4.724948294675894
724,724,2002-10-11,1.8232,1.0148,2.0803,0.6408,3.93,1.5888,8.277,7.8,48.36,1260.3,10.158,10.4475,1.7935,7.5395,124.04,3.8,7.393,9.246,96.4,1.486,35.16,43.89,-0.2189141856392296,0.12802371807829616,20.15182363700768,-4.596924576597598
726,726,2002-10-15,1.8292,1.0194,2.0855,0.6434,3.855,1.5857,8.2768,7.8,48.36,1260.0,10.0675,10.445,1.8035,7.575,124.66,3.8,7.437,9.241,96.4,1.4958,35.15,44.19,0.32909170688899536,0.6594885598923295,20.480915343896676,-3.937436016705268
727,727,2002-10-16,1.8225,1.0179,2.0799,0.6434,3.88,1.584,8.2768,7.7994,48.41,1246.9,10.07,10.412,1.789,7.564,124.3,3.8,7.467,9.242,96.4,1.4924,34.96,43.83,-0.3662803411327298,-0.22730311538976533,20.114635002763947,-4.1647391320950335
728,728,2002-10-17,1.8182,1.029,2.0781,0.6441,3.88,1.5725,8.2768,7.7993,48.42,1249.0,10.0,10.3,1.785,7.645,124.8,3.8,7.645,9.3825,96.4,1.5119,34.85,43.68,-0.23593964334704953,1.3066202090592283,19.8786953594169,-2.8581189230358053
729,729,2002-10-18,1.8188,1.0301,2.0786,0.6468,3.88,1.5723,8.2768,7.7991,48.44,1244.0,9.99,10.38,1.7913,7.654,125.52,3.8,7.6275,9.384,96.4,1.514,34.91,43.8,0.03299967000329751,0.13889807526952236,19.911695029420194,-2.719220847766283
730,730,2002-10-21,1.8083,1.0275,2.0674,0.6486,3.913,1.5682,8.2769,7.799,48.38,1240.0,9.947,10.22,1.7834,7.637,124.71,3.8,7.593,9.335,96.4,1.511,34.9,43.6,-0.5773037167363104,-0.19815059445179584,19.334391312683884,-2.9173714422180788
731,731,2002-10-22,1.8093,1.0223,2.0631,0.6467,3.931,1.568,8.2771,7.7991,48.39,1250.0,9.9785,10.18,1.7829,7.5955,125.09,3.8,7.585,9.3445,96.4,1.5015,34.92,43.65,0.05530055853564253,-0.6287227001985363,19.389691871219526,-3.546094142416615
732,732,2002-10-23,1.8096,1.0233,2.0657,0.6452,3.901,1.5685,8.277,7.7992,48.35,1231.9,10.017,10.217,1.7797,7.603,124.17,3.8,7.566,9.385,96.4,1.5004,34.86,43.63,0.016580998176096706,-0.0732600732600841,19.40627286939562,-3.619354215676699
733,733,2002-10-24,1.8018,1.0265,2.0589,0.6461,3.857,1.561,8.2771,7.7991,48.42,1231.9,9.947,10.13,1.784,7.627,124.77,3.8,7.575,9.37,96.4,1.5062,34.8,43.58,-0.4310344827586188,0.3865635830445191,18.975238386637002,-3.23279063263218
734,734,2002-10-25,1.8034,1.0239,2.0542,0.6438,3.786,1.5676,8.2773,7.7992,48.41,1231.6,9.975,10.12,1.775,7.611,124.14,3.8,7.541,9.3405,96.4,1.5014,34.8,43.44,0.08880008880007839,-0.3186827778515422,19.06403847543708,-3.5514734104837222
735,735,2002-10-28,1.7905,1.016,2.0437,0.6409,3.751,1.5607,8.2774,7.799,48.45,1233.5,10.014,10.0575,1.7766,7.551,123.64,3.8,7.5035,9.242,96.4,1.4882,34.89,43.43,-0.7153155151380708,-0.879179432529642,18.34872296029901,-4.430652843013364
736,736,2002-10-29,1.7982,1.0151,2.0606,0.6416,3.835,1.5632,8.2773,7.7997,48.41,1227.4,10.15,10.08,1.7675,7.549,122.55,3.8,7.51,9.2505,96.4,1.487,34.82,43.31,0.4300474727729764,-0.0806343233436313,18.778770433071987,-4.511287166356995
737,737,2002-10-30,1.809,1.0168,2.0725,0.6423,3.73,1.5677,8.2772,7.7995,48.35,1234.0,10.216,10.1,1.772,7.5585,122.91,3.8,7.5025,9.218,96.4,1.4893,34.8,43.47,0.6006006006005871,0.15467383994620665,19.379371033672573,-4.3566133264107885
738,738,2002-10-31,1.8025,1.012,2.0593,0.6398,3.624,1.561,8.2771,7.7995,48.39,1224.0,10.15,10.0,1.7672,7.526,122.78,3.8,7.4555,9.1885,96.4,1.4805,34.75,43.35,-0.35931453841900884,-0.5908816222386482,19.020056495253563,-4.947494948649437
739,739,2002-11-01,1.7873,1.0029,2.0325,0.6395,3.595,1.558,8.2772,7.7998,48.36,1225.8,10.2,9.981,1.763,7.45,122.16,3.8,7.385,9.13,96.4,1.4673,34.75,43.32,-0.8432732316227431,-0.8915906788247163,18.17678326363082,-5.839085627474153
740,740,2002-11-04,1.7825,1.0047,2.0137,0.6433,3.524,1.5562,8.2774,7.7993,48.36,1223.0,10.198,9.92,1.7635,7.468,122.46,3.8,7.399,9.165,96.4,1.47,34.65,43.27,-0.2685615173725786,0.18401144960129567,17.908221746258242,-5.655074177872858
741,741,2002-11-05,1.7809,1.0006,2.0153,0.64,3.553,1.5563,8.2771,7.7992,48.35,1230.0,10.212,9.93,1.7581,7.439,121.84,3.8,7.369,9.146,96.4,1.4635,34.58,43.24,-0.0897615708274957,-0.4421768707483009,17.818460175430747,-6.097251048621159
742,742,2002-11-06,1.7809,1.0026,2.0198,0.6414,3.612,1.5586,8.2771,7.7993,48.36,1229.0,10.17,9.91,1.7673,7.446,122.22,3.8,7.387,9.137,96.45,1.4663,34.64,43.29,0.0,0.19132217287325393,17.818460175430747,-5.905928875747905
743,743,2002-11-07,1.7668,0.9909,2.0028,0.6331,3.626,1.5528,8.2771,7.7993,48.34,1212.2,10.25,9.79,1.764,7.3635,121.26,3.8,7.271,9.0515,96.45,1.4506,34.55,43.23,-0.7917345162558265,-1.070722226011056,17.02672565917492,-6.976651101758961
744,744,2002-11-08,1.7674,0.9863,2.008,0.6283,3.525,1.5644,8.2771,7.7995,48.29,1202.0,10.32,9.79,1.759,7.3313,119.72,3.8,7.2219,8.9708,96.45,1.4434,34.46,43.02,0.033959701154628874,-0.49634633944574125,17.06068536032955,-7.472997441204702
746,746,2002-11-12,1.7825,0.9896,2.0222,0.6298,3.593,1.5739,8.2771,7.7997,48.3,1200.5,10.342,9.82,1.764,7.353,119.57,3.8,7.245,8.988,96.45,1.4465,34.52,43.18,0.8543623401606748,0.21477068033808333,17.915047700490227,-7.258226760866619
747,747,2002-11-13,1.7864,0.994,2.0178,0.6309,3.651,1.5765,8.2771,7.7994,48.3,1197.2,10.266,9.827,1.7663,7.383,120.28,3.8,7.288,9.015,96.45,1.4577,34.57,43.36,0.2187938288920055,0.7742827514690687,18.13384152938223,-6.4839440093975504
748,748,2002-11-14,1.7775,0.9966,2.002,0.6334,3.705,1.5748,8.2771,7.7997,48.29,1206.7,10.214,9.71,1.7618,7.403,120.45,3.8,7.294,9.053,96.45,1.4615,34.69,43.45,-0.49820868786385475,0.26068464018660364,17.635632841518376,-6.223259369210947
749,749,2002-11-15,1.7768,0.9919,2.0008,0.6333,3.69,1.5815,8.2771,7.7997,48.23,1203.3,10.25,9.65,1.763,7.364,120.37,3.8,7.25,9.01,96.45,1.4542,34.66,43.5,-0.03938115330520686,-0.4994868286007592,17.59625168821317,-6.722746197811706
750,750,2002-11-18,1.7746,0.9918,2.0101,0.6333,3.5635,1.5903,8.2771,7.8,48.23,1212.0,10.1725,9.589,1.7648,7.366,121.15,3.8,7.25,8.989,96.45,1.4555,34.71,43.4,-0.12381809995497539,0.08939623160502119,17.472433588258195,-6.633349966206684
751,751,2002-11-19,1.7912,0.9894,2.0153,0.6297,3.572,1.5853,8.2771,7.7995,48.23,1203.5,10.1715,9.59,1.7675,7.354,121.65,3.8,7.29,8.997,96.45,1.4527,34.73,43.36,0.9354220669446578,-0.19237375472345164,18.40785565520285,-6.825723720930136
752,752,2002-11-20,1.7873,0.9976,2.0105,0.6349,3.513,1.584,8.2771,7.7996,48.25,1211.5,10.145,9.68,1.7697,7.4125,122.52,3.8,7.31,9.05,96.45,1.4649,34.82,43.49,-0.21773112996872346,0.8398155159358378,18.19012452523413,-5.985908204994298
753,753,2002-11-21,1.7787,1.0016,1.9881,0.6348,3.542,1.5783,8.2771,7.7995,48.21,1218.0,10.092,9.63,1.7705,7.439,122.92,3.8,7.3195,9.018,96.45,1.4714,34.75,43.45,-0.4811727186258663,0.4437162946276052,17.708951806608262,-5.542191910366693
754,754,2002-11-22,1.7737,1.0034,1.99,0.6338,3.5758,1.5804,8.2774,7.799,48.22,1206.9,10.124,9.475,1.77,7.451,122.84,3.8,7.326,9.0395,96.45,1.4768,34.71,43.39,-0.28110417720806913,0.366997417425563,17.427847629400194,-5.17519449294113
755,755,2002-11-25,1.7889,1.0063,2.0028,0.6383,3.554,1.5735,8.2774,7.799,48.23,1215.0,10.1145,9.275,1.7735,7.477,122.32,3.8,7.358,9.097,96.45,1.4839,34.75,43.43,0.8569656649940693,0.48076923076922906,18.28481329439426,-4.694425262171901
756,756,2002-11-26,1.7867,1.0088,2.0202,0.6458,3.601,1.572,8.2771,7.7987,48.24,1201.1,10.159,9.25,1.7643,7.5025,121.89,3.8,7.3425,9.1365,96.45,1.4878,34.72,43.42,-0.12298060260494958,0.26282094480760687,18.16183269178931,-4.431604317364294
757,757,2002-11-27,1.7976,1.0106,2.0305,0.6477,3.59,1.575,8.2772,7.799,48.27,1197.4,10.154,9.27,1.764,7.505,122.21,3.8,7.358,9.169,96.3,1.4895,34.77,43.39,0.6100632450887211,0.11426266971368282,18.771895936878032,-4.317341647650611
759,759,2002-11-29,1.7854,1.0068,2.008,0.643,3.671,1.5658,8.2773,7.7988,48.36,1198.7,10.154,9.28,1.7672,7.4748,122.72,3.8,7.334,9.076,96.3,1.486,34.76,43.51,-0.6786826880284869,-0.23497818059752262,18.093213248849544,-4.552319828248134
760,760,2002-12-02,1.7886,1.0074,2.0101,0.6429,3.6225,1.5595,8.2773,7.7988,48.32,1220.0,10.1025,9.2425,1.7723,7.4795,124.61,3.8,7.314,9.0745,96.3,1.4845,34.79,43.73,0.17923154475187886,-0.10094212651413637,18.272444793601423,-4.65326195476227
761,761,2002-12-03,1.7892,1.0032,2.0056,0.6375,3.676,1.5573,8.2772,7.7987,48.28,1217.6,10.152,9.27,1.7715,7.453,124.42,3.8,7.302,9.064,96.65,1.4767,34.84,43.65,0.03354579000334201,-0.5254294375210522,18.305990583604764,-5.178691392283322
762,762,2002-12-04,1.7844,1.0001,1.9972,0.6377,3.716,1.5579,8.2773,7.799,48.23,1216.5,10.2225,9.1525,1.771,7.43,124.84,3.8,7.27,9.075,96.65,1.4729,34.83,43.72,-0.26827632461434714,-0.2573305342994381,18.037714258990416,-5.43602192658276
763,763,2002-12-05,1.7813,1.0011,1.9928,0.6366,3.753,1.5612,8.2771,7.799,48.27,1221.0,10.263,9.125,1.776,7.433,124.99,3.8,7.29,9.07,96.75,1.4731,34.89,43.8,-0.17372786370768445,0.013578654355361763,17.86398639528273,-5.422443272227398
764,764,2002-12-06,1.7848,0.992,1.994,0.6357,3.718,1.566,8.2773,7.7985,48.24,1221.0,10.268,9.2,1.7672,7.367,123.69,3.8,7.222,9.009,96.75,1.4602,34.85,43.6,0.19648571268173765,-0.875704297060631,18.06047210796447,-6.298147569288029
765,765,2002-12-09,1.7762,0.9913,1.9857,0.6335,3.795,1.5615,8.2776,7.7989,48.24,1209.0,10.175,9.12,1.7653,7.3625,123.36,3.8,7.2515,9.012,96.75,1.4595,34.76,43.39,-0.4818467055132225,-0.04793863854265501,17.578625402451244,-6.346086207830684
766,766,2002-12-10,1.7873,0.9928,1.9869,0.637,3.786,1.5612,8.2771,7.799,48.24,1213.0,10.172,8.98,1.7663,7.374,123.66,3.8,7.276,9.03,96.7,1.4628,34.8,43.41,0.6249296250422365,0.22610483042138085,18.20355502749348,-6.119981377409303
767,767,2002-12-11,1.7835,0.9918,1.9912,0.6352,3.783,1.5562,8.2773,7.799,48.18,1208.0,10.18,8.87,1.763,7.365,123.46,3.8,7.2945,9.021,96.7,1.4621,34.8,43.4,-0.2126112012532877,-0.04785343177469148,17.99094382624019,-6.1678348091839945
768,768,2002-12-12,1.7696,0.9815,1.9627,0.6329,3.779,1.555,8.2773,7.799,48.22,1208.0,10.2025,8.915,1.76,7.2885,122.75,3.8,7.2025,8.9445,96.7,1.449,34.79,43.37,-0.7793664143537993,-0.895971547773744,17.211577411886392,-7.0638063569577385
769,769,2002-12-13,1.7712,0.9779,1.947,0.6291,3.72,1.5603,8.2771,7.7989,48.2,1205.0,10.19,8.7375,1.748,7.2635,120.71,3.8,7.169,8.943,96.7,1.4421,34.79,43.27,0.0904159132007365,-0.4761904761904856,17.30199332508713,-7.5399968331482246
770,770,2002-12-16,1.7668,0.9794,1.9474,0.6287,3.598,1.5627,8.2773,7.799,48.18,1203.4,10.195,8.74,1.749,7.275,121.28,3.8,7.14,8.902,96.75,1.4448,34.75,43.19,-0.24841915085818123,0.18722696068234068,17.05357417422895,-7.352769872465884
771,771,2002-12-17,1.7668,0.974,1.9327,0.6264,3.58,1.551,8.2776,7.7986,48.16,1204.0,10.2075,9.11,1.748,7.2345,121.27,3.8,7.1175,8.8695,96.75,1.4323,34.74,43.1,0.0,-0.8651716500553852,17.05357417422895,-8.217941522521269
772,772,2002-12-18,1.7699,0.9752,1.9444,0.625,3.5325,1.5538,8.2774,7.798,48.15,1202.0,10.24,8.95,1.7457,7.246,121.12,3.8,7.125,8.868,96.75,1.4296,34.8,43.06,0.17545845596558252,-0.18850799413530073,17.22903263019453,-8.406449516656568
773,773,2002-12-19,1.7699,0.9788,1.9361,0.6255,3.465,1.5478,8.28,7.798,48.11,1202.0,10.192,9.0,1.745,7.264,120.86,3.8,7.127,8.916,96.75,1.431,34.84,43.0,0.0,0.09792949076665725,17.22903263019453,-8.308520025889912
774,774,2002-12-20,1.78,0.9739,1.9417,0.6244,3.439,1.5525,8.28,7.7985,48.03,1205.0,10.195,8.925,1.7442,7.2335,120.52,3.8,7.098,8.865,96.75,1.425,34.8,43.1,0.5706537092491137,-0.41928721174003813,17.799686339443646,-8.72780723762995
775,775,2002-12-23,1.7816,0.9788,1.941,0.6301,3.51,1.5508,8.2775,7.7986,48.03,1201.0,10.19,8.84,1.7408,7.264,120.77,3.8,7.1025,8.93,96.75,1.425,34.77,43.05,0.08988764044943753,0.0,17.889573979893083,-8.72780723762995
776,776,2002-12-24,1.7762,0.9704,1.9354,0.6266,3.51,1.5482,8.2776,7.799,48.04,1200.9,10.205,8.88,1.738,7.21,120.27,3.8,7.054,8.864,96.75,1.4097,34.8,42.92,-0.303098338572072,-1.0736842105263267,17.58647564132101,-9.801491448156277
778,778,2002-12-26,1.7771,0.9654,1.9327,0.6259,3.541,1.5532,8.2773,7.7989,48.05,1200.0,10.254,8.86,1.739,7.173,120.12,3.8,7.012,8.811,96.7,1.4039,34.82,43.1,0.050669969598016174,-0.4114350571043479,17.637145610919024,-10.212926505260626
779,779,2002-12-27,1.7832,0.9605,1.9298,0.6241,3.554,1.5683,8.2773,7.799,48.01,1198.0,10.323,8.7325,1.7355,7.135,119.92,3.8,7.003,8.813,96.7,1.3954,34.83,43.32,0.3432558662990193,-0.60545622907614,17.980401477218045,-10.818382734336765
780,780,2002-12-30,1.7743,0.956,1.9029,0.6233,3.545,1.5792,8.2773,7.7992,47.96,1197.2,10.3725,8.67,1.7352,7.1,118.38,3.8,6.961,8.76,96.75,1.3922,34.79,43.3,-0.4991027366532008,-0.22932492475274957,17.481298740564846,-11.047707659089514
781,781,2002-12-31,1.7778,0.9537,1.9088,0.6213,3.54,1.58,8.28,7.7988,48.0,1186.3,10.425,8.585,1.7352,7.085,118.75,3.8,6.9375,8.695,96.75,1.3833,34.7,43.2,0.1972608916192442,-0.6392759660968306,17.67855963218409,-11.686983625186345
783,783,2003-01-02,1.7765,0.9652,1.915,0.626,3.5425,1.575,8.28,7.7988,48.05,1190.0,10.354,8.54,1.7448,7.1684,119.86,3.8,7.002,8.792,96.75,1.4015,34.74,43.17,-0.07312408594892794,1.315694354080832,17.605435546235164,-10.371289271105514
784,784,2003-01-03,1.7683,0.9599,1.9062,0.6232,3.4306,1.5665,8.2768,7.799,48.03,1197.3,10.375,8.44,1.744,7.128,119.85,3.8,6.956,8.717,96.75,1.3975,34.76,43.0,-0.4615817618913609,-0.28540849090260556,17.143853784343804,-10.65669776200812
785,785,2003-01-06,1.7355,0.9552,1.8758,0.6219,3.339,1.5598,8.28,7.7993,48.01,1189.0,10.414,8.52,1.7372,7.094,119.06,3.8,6.917,8.677,96.75,1.3928,34.6,42.8,-1.8548888763218918,-0.33631484794275357,15.288964908021912,-10.993012609950874
786,786,2003-01-07,1.7382,0.9598,1.8825,0.6229,3.313,1.559,8.2767,7.7999,48.0,1185.0,10.321,8.6224,1.743,7.126,120.18,3.8,6.932,8.695,96.85,1.3983,34.55,42.85,0.15557476231633505,0.3948879954049467,15.444539670338248,-10.598124614545927
787,787,2003-01-08,1.7394,0.9572,1.8864,0.6225,3.295,1.5613,8.2766,7.7997,48.0,1186.0,10.368,8.62,1.739,7.1135,119.35,3.8,6.9235,8.694,96.85,1.3963,34.59,42.72,0.06903693476010275,-0.14303082314238713,15.51357660509835,-10.741155437688315
788,788,2003-01-09,1.7346,0.9554,1.8847,0.6236,3.309,1.5541,8.2766,7.7993,47.96,1182.0,10.415,8.57,1.7409,7.1005,119.57,3.8,6.916,8.713,96.8,1.3943,34.51,42.76,-0.2759572266298749,-0.14323569433503103,15.237619378468477,-10.884391132023346
789,789,2003-01-10,1.7182,0.9492,1.866,0.6219,3.294,1.5502,8.2767,7.7993,48.0,1181.0,10.468,8.53,1.7385,7.047,119.44,3.8,6.876,8.678,96.75,1.386,34.54,42.8,-0.9454629309350815,-0.5952807860575393,14.292156447533396,-11.479671918080886
790,790,2003-01-13,1.7144,0.9492,1.858,0.6238,3.307,1.5423,8.2768,7.799,47.96,1177.0,10.54,8.665,1.7375,7.0535,119.03,3.8,6.952,8.6985,96.8,1.3868,34.51,42.79,-0.2211616808287742,0.05772005772006761,14.070994766704622,-11.421951860360817
791,791,2003-01-14,1.7147,0.946,1.858,0.6223,3.265,1.5396,8.28,7.7991,47.95,1176.0,10.534,8.84,1.7328,7.0295,117.96,3.8,6.9375,8.672,96.8,1.384,34.48,42.6,0.01749883341111147,-0.20190366310932628,14.088493600115733,-11.623855523470144
792,792,2003-01-15,1.71,0.9455,1.8587,0.6239,3.32,1.5353,8.277,7.799,47.97,1175.0,10.493,8.7537,1.7342,7.026,117.91,3.8,6.894,8.67,96.8,1.3829,34.44,42.7,-0.27410042573043913,-0.07947976878611707,13.814393174385295,-11.703335292256261
793,793,2003-01-16,1.7036,0.9462,1.8413,0.6222,3.289,1.5366,8.2771,7.799,47.96,1171.0,10.51,8.87,1.7333,7.027,118.02,3.8,6.872,8.676,96.8,1.3828,34.4,42.69,-0.3742690058479492,-0.007231180851829944,13.440124168537345,-11.710566473108091
794,794,2003-01-17,1.6923,0.9381,1.8146,0.6183,3.373,1.5355,8.2771,7.7992,47.96,1173.5,10.582,8.88,1.733,6.9715,117.88,3.8,6.829,8.6245,96.8,1.3678,34.42,42.74,-0.6633012444235753,-1.0847555684119214,12.77682292411377,-12.795322041520013
796,796,2003-01-21,1.7044,0.9366,1.8392,0.6202,3.461,1.5332,8.2771,7.7995,47.97,1178.0,10.6825,9.045,1.7355,6.963,118.57,3.8,6.951,8.656,96.8,1.3687,34.63,42.83,0.7150032500147674,0.06579909343471524,13.491826174128537,-12.729522948085297
797,797,2003-01-22,1.7059,0.9321,1.8392,0.6187,3.512,1.5324,8.2771,7.7994,47.93,1176.9,10.8525,8.98,1.733,6.935,118.15,3.8,6.894,8.623,96.8,1.3629,34.59,42.75,0.08800750997419726,-0.4237597720464725,13.579833684102734,-13.15328272013177
798,798,2003-01-23,1.6926,0.9288,1.8258,0.616,3.5305,1.524,8.2771,7.7994,47.92,1166.1,10.779,8.735,1.7308,6.907,117.83,3.8,6.9345,8.6,96.8,1.358,34.61,42.72,-0.7796471070988797,-0.3595274781715396,12.800186577003855,-13.51281019830331
799,799,2003-01-24,1.6886,0.9238,1.8175,0.6127,3.616,1.522,8.2768,7.7996,47.9,1166.1,10.8375,8.74,1.731,6.87,117.8,3.8,6.8725,8.525,96.82,1.3528,34.55,42.69,-0.23632281696798207,-0.38291605301915554,12.563863760035872,-13.895726251322465
800,800,2003-01-27,1.6961,0.9227,1.8208,0.6116,3.659,1.5246,8.2768,7.8,48.1,1164.6,10.8975,8.75,1.731,6.8625,118.64,3.8,6.8975,8.525,96.84,1.3554,34.51,42.7,0.4441549212365281,0.19219396806622324,13.0080186812724,-13.70353228325624
801,801,2003-01-28,1.6987,0.9231,1.8275,0.6098,3.638,1.5359,8.2767,7.7996,47.92,1173.0,10.898,8.765,1.733,6.865,118.67,3.8,6.899,8.533,96.82,1.356,34.7,42.68,0.1532928482990581,0.044267374944673143,13.161311529571458,-13.659264908311567
802,802,2003-01-29,1.6926,0.9207,1.8208,0.6076,3.617,1.5235,8.2768,7.8,47.83,1168.0,10.978,8.581,1.7308,6.845,118.13,3.8,6.8725,8.475,96.9,1.3512,34.61,42.7,-0.3590981338670751,-0.3539823008849696,12.802213395704383,-14.013247209196535
803,803,2003-01-30,1.703,0.928,1.8352,0.6067,3.563,1.531,8.28,7.8,47.85,1165.0,10.8675,8.645,1.739,6.9,119.22,3.8,6.895,8.515,96.85,1.3629,34.65,42.78,0.6144393241167334,0.8658969804618222,13.416652719821116,-13.147350228734712
804,804,2003-01-31,1.7065,0.9312,1.8382,0.608,3.513,1.5286,8.2768,7.8001,47.83,1165.0,10.902,8.5,1.7396,6.9255,119.96,3.8,6.966,8.614,96.95,1.3683,34.61,42.77,0.2055196711685081,0.3962139555359956,13.622172390989624,-12.751136273198718
805,805,2003-02-03,1.7114,0.9293,1.8386,0.6096,3.535,1.5207,8.2768,7.8,47.8,1184.0,10.896,8.5521,1.7423,6.91,120.47,3.8,6.96,8.565,96.85,1.3631,34.61,42.82,0.28713741576327223,-0.3800336183585551,13.909309806752896,-13.131169891557272
806,806,2003-02-04,1.6932,0.9195,1.8232,0.6068,3.558,1.5146,8.28,7.8,47.82,1177.0,10.992,8.34,1.7378,6.8345,119.75,3.8,6.913,8.493,96.85,1.3493,34.74,42.7,-1.0634568189786142,-1.012398209962584,12.845852987774283,-14.143568101519856
807,807,2003-02-05,1.6943,0.9223,1.8225,0.6077,3.574,1.5195,8.28,7.7997,47.77,1174.3,10.865,8.39,1.7425,6.865,119.78,3.8,6.965,8.535,96.88,1.354,34.74,42.77,0.06496574533427779,0.3483287630623444,12.91081873310856,-13.795239338457511
808,808,2003-02-06,1.692,0.9235,1.8235,0.6115,3.606,1.5213,8.28,7.7998,47.8,1173.0,10.8675,8.35,1.74,6.865,119.93,3.8,6.921,8.475,96.86,1.3541,34.68,42.79,-0.13574927698754014,0.007385524372227614,12.77506945612102,-13.787853814085285
809,809,2003-02-07,1.6941,0.9258,1.8258,0.6141,3.586,1.5215,8.28,7.7996,47.72,1184.5,10.898,8.425,1.7473,6.882,120.4,3.8,6.931,8.49,96.88,1.3584,34.71,42.92,0.12411347517731208,0.31755409497082887,12.899182931298332,-13.470299719114456
810,810,2003-02-10,1.6966,0.9311,1.8222,0.6144,3.605,1.5315,8.2773,7.7998,47.69,1196.6,10.986,8.5701,1.758,6.93,121.25,3.8,6.9475,8.545,96.9,1.366,34.78,43.18,0.14757098164217552,0.5594817432273302,13.046753912940508,-12.910817975887126
